TE	sense	antisense	total	RNAseq	div	copies	length
L1-61_DR	20	2284	2304	53.85	11.202	286	335.374
Gypsy101-LTR_DR	101	2186	2287	0	6.704	391	500.215
Gypsy101-LTRb_DR	2	2278	2279	67.31	12.073	422	475.495
Gypsy-187_DR-I	521	1748	2269	0	13.448	31	1206.677
Copia2-LTR_DR	18	2234	2252	0	13.093	144	476.424
BEL3-I_DR	58	2178	2236	0	10.141	17	1774.588
Copia-13F_DR-I	1061	1166	2227	0			
Gypsy69-I_DR	225	1982	2207	0	25.85	114	833.421
DNA2-10_DR	262	1884	2146	94.24	18.532	1712	206.902
L1-109_DR	885	1242	2127	0	12.474	185	385.741
Gypsy-126_DR-I	933	1162	2095	0	10.807	15	2168.133
L1-72_DR	251	1809	2060	1588.58	13.552	225	476.689
Gypsy-17-LTR_DR	0	2057	2057	0	5.809	11	1033.364
Gypsy-195_DR-I	350	1707	2057	0	17.256	41	946.878
REX1-5_DR	127	1924	2052	53.85	11.435	1470	272.249
TDR8D	1538	500	2038	376.95	12.658	5075	399.117
Gypsy-168B_DR-LTR	2	2033	2035	0			
DIRS-4_DR	440	1590	2030	121.16	16.439	389	548.609
hAT-33_DR	56	1964	2019	0			
BHIKHARI-4-I_DR	20	1998	2018	0	10.644	43	947.047
L1-17_DR	1572	417	1989	0	13.216	266	396.211
IS4EU-2_DR	342	1593	1935	0	20.245	130	343.415
Gypsy76-I_DR	1007	916	1923	0	15.624	33	1315.182
BEL25-I_DR	229	1689	1918	0	4.95	10	3530.3
Tx1-39_DR	12	1900	1912	0	17.538	78	598.526
DIRS-8B_DR	352	1537	1889	255.79	12.784	1056	451.472
Gypsy78-I_DR	13	1861	1874	0	10.8	8	2307
L1-119_DR	2	1862	1864	26.93			
L1-97_DR	8	1856	1864	0	18.93	119	497.025
MuDR-1_DR	637	1194	1831	13.46	13.103	1190	306.252
Gypsy163-I_DR	7	1817	1824	0	12.638	13	1947.154
Gypsy-33-I_DR	22	1752	1774	0	12.915	26	1589.615
Gypsy104-I_Dr	356	1342	1699	0	17.352	33	995.939
L1-63_DR	1608	18	1626	0	13.953	191	387.424
Mariner-N25_DR	7	1619	1626	0			
Gypsy-126_DR-LTR	548	1076	1624	0	10.598	114	439.895
CR1-10_DR	5	1600	1605	0	13.253	558	257.192
Gypsy151-LTR_DR	0	1570	1570	0	5.465	17	613.118
Tx1-48_DR	88	1479	1567	148.09	6.713	94	1359.426
Gypsy91-I_DR	107	1434	1541	0	17.219	107	907.14
ERV4_DR-LTR	11	1497	1508	0	3.556	118	302.686
Copia-13G_DR-I	892	611	1504	0			
ZFERV_I	40	1445	1486	0	3.5	17	4048.294
DNA-6-N6_DR	1192	292	1484	13.46	5.546	531	883.151
Gypsy81-I_Dr	214	1237	1451	0	7.63	10	3567.9
Copia-13B_DR-I	839	611	1450	0	17.261	186	1203.672
Gypsy132-I_DR	232	1202	1434	0	3.322	9	4807.333
Gypsy-238_DR-I	221	1192	1413	0			
Gypsy46-I_DR	723	690	1413	0	15.328	83	901.952
L1-60_DR	249	1164	1413	26.93	19.812	843	138.327
ERV1-N8-I_DR	67	1289	1356	0	5.319	189	3116.175
Gypsy-33-LTR_DR	34	1322	1356	0	10.126	95	413.442
Rex1-53_DR	1354	1	1355	0	13.263	489	230.587
Gypsy42-I_DR	593	713	1306	0	11.217	24	1730.125
ERV1-3C_DR-LTR	98	1191	1289	0			
DNA2-14_DR	459	818	1277	26.93	16.872	1699	171.274
NonLTR-1_DR	284	991	1275	0	3.199	227	500.247
Gypsy104-LTR_DR	2	1264	1266	0	11.635	26	545.154
DIRS-16_DR	0	1259	1259	0	15.85	124	1024.476
DIRS-N1_DR	90	1169	1259	3500.27	12.702	678	1167.605
Gypsy-208_DR-I	57	1196	1253	0	17.25	16	788.562
DIRS-17_DR	914	324	1238	0	20.93	614	442.436
HARBINGERN3B_DR	1212	24	1236	121.16	6.788	3023	693.306
Tx1-43_DR	56	1164	1220	0	14.475	24	904.667
L2-41_DRe	114	1095	1209	13.46	9.05	516	423.529
L1-116_DR	24	1184	1208	0			
Gypsy-180_DR-I	4	1184	1188	0	16.041	27	1163.444
BEL-41_DRe-I	1	1186	1187	0	13.047	30	411.133
L1-34_DR	337	849	1187	9989.23	12.813	193	668.938
DNA2-8_DR	64	1119	1183	161.55	20.334	3065	208.519
Gypsy69-LTR_DR	80	1095	1175	0	18.423	204	239.946
Gypsy-180_DR-LTR	7	1167	1174	0	11.485	74	207.554
ERV1-11_DR-I	2	1162	1164	0			
L2-9_DRe	1161	1	1162	0	12.797	516	384.535
BHIKHARI-2-LTR_DR	30	1116	1146	0	12.638	538	603.03
Gypsy-247_DR-LTR	0	1134	1134	0			
P-1N2_DR	880	246	1126	53.85	5.348	1904	802.777
BEL-58_DRe-I	22	1093	1115	0	8.85	4	2142.75
Crack-3_DR	0	1095	1095	0	11.495	574	307.352
DIRS-5_DR	180	910	1090	0	9.222	458	628.349
Gypsy-177_DR-I	905	172	1077	0	24.6	28	1091.179
Gypsy122-I_DR	543	530	1073	0	3.9	10	2196.8
DIRS-N3_DR	708	364	1072	13.46	15.384	842	643.822
Harbinger-2_DR	148	923	1071	40.39	14.191	2671	229.217
L2-8_DR	646	418	1064	13.46	10.875	314	501.806
Gypsy154-I_DR	23	1012	1035	0	21.808	48	913.458
piggyBac-N6_DR	1011	23	1034	0	8.178	202	379.322
L1-14_DR	459	569	1028	0	11.702	228	624.811
L1-38_DR	6	1021	1027	0	16.073	288	584.674
L2-55_DR	656	370	1026	0	11.883	269	426.398
LTR2B_DR	250	770	1019	0	12.735	857	768.571
Copia-13C_DR-I	406	611	1018	0	15.304	164	1243.518
Gypsy-220_DR-I	24	991	1015	0	16.46	15	683.467
ERV1-3-LTR_DR	62	939	1001	0	12.031	426	198.768
L1-43_DR	9	988	997	511.58	15.728	229	430.55
Harbinger-N16_DR	794	194	987	0	18.133	347	185.793
Gypsy-220_DR-LTR	259	727	986	0	10.214	182	452.374
BEL-48_DRe-I	9	973	982	0	27.1	8	1881.5
Gypsy64-I_DR	108	873	981	0	10.221	34	2435.324
Gypsy-183_DR-I	975	1	976	0	3.025	4	2165.5
Tx1-44_DR	258	711	969	0	13.485	55	715.145
ERV1-10_DR-LTR	0	968	968	13.46	9.172	99	360.475
Gypsy55-I_DR	35	933	968	0	3.629	7	3032.857
L1-19_DR	123	843	966	282.71	15.36	230	449.465
Nimb-4_DR	573	385	958	0	12.18	1322	597.269
DIRS-6B_DR	73	873	946	0	14.097	356	429.084
hAT-N68_DR	685	260	945	13.46	9.454	1184	443.032
Gypsy77-LTR_DR	35	906	941	0	10.969	49	655.694
Gypsy-170-I_DR	0	931	931	0	17.99	49	2106.571
DIRS-4N1_DR	12	914	926	43511.04	10.087	1338	505.179
TE-X-13_DR	751	166	917	1480.88	19.098	1983	138.291
Gypsy-197_DR-I	8	907	915	0	6.72	35	2744.771
hAT-N181_DR	4	911	915	0			
Gypsy-223_DR-I	334	574	908	0	16.538	68	1252.162
DIRS-9C_DR	78	827	905	0	8.734	717	912.791
Copia-13_DR-I	288	611	899	0	20.793	84	1049.583
Gypsy103-LTR_Dr	231	661	892	0	7.383	46	656.761
Gypsy146-I_DR	0	885	885	0	12.445	22	586.727
Copia6-LTR_DR	0	879	879	0	11.371	424	345.804
Tx1-50_DR	93	783	876	0	9.006	36	1987.722
DNA9-N2_DR	216	656	872	0			
Copia-13E_DR-I	402	464	867	0			
Gypsy-150-LTRb_DR	98	768	867	67.31	13.177	243	401.296
L1-26_DR	674	179	853	13.46	15.459	193	389.715
hAT-10_DR	186	640	826	13.46	16.673	283	252.021
DIRS-1_DR	650	175	825	0	20.749	1597	559.245
CryptonV-N3_DR	166	655	821	13.46			
ERV1-3B_DR-LTR	68	753	821	0			
EnSpm-5_DR	41	774	815	0	18.545	459	148.115
Harbinger-1N1_DR	455	359	814	26.93	17.178	481	180.909
DNA-2-8_DR	802	10	812	0	9.516	1074	1260.11
DNA8-10_DR	70	727	796	67.31	17.363	7649	107.953
Gypsy97-I_DR	207	583	791	0	9.519	268	2484.627
Gypsy62-I_DR	39	740	779	0	23.748	33	1009.242
Gypsy-28C_DR-I	92	681	773	0			
BHIKHARI-4-LTR_DR	288	482	770	0	7.723	240	1024.171
L1-90_DR	0	767	767	0	12.163	133	632.94
Kolobok-4_DR	234	525	759	13.46	18.593	2588	84.952
Gypsy96-I_DR	1	752	753	0	14.295	58	2236.897
EnSpm-N13_DR	606	143	749	255.79	18.279	13821	103.048
Gypsy-31-I_DR	5	744	749	0	4.936	28	3612.607
CR1-18_DR	16	727	743	40.39	12.729	1112	308.128
Harbinger-4N1C_DR	435	308	743	94.24			
EnSpm-4N1_DR	216	521	737	0	10.901	1318	790.02
ERV1-1B_DR-I	9	712	721	0	4.2	25	2874.08
hAT-N64B_DR	128	594	721	40.39			
hAT-N35_DR	635	63	698	26.93	6.647	1352	725.126
DIRS-14_DR	104	593	697	0	16.524	99	1324.949
ERV1-N13_DR-LTR	150	524	674	0			
MOSAT-2_DR	568	104	672	0	8.668	477	986.057
L2-5_DRe	665	2	667	188.48	11.944	15589	227.095
Gypsy-217_DR-I	99	564	663	53.85	18.336	14	807.143
DIRS-9_DR	74	588	662	0	21.867	698	128.375
tRNA-1_DRe	560	101	661	0			
BHIKHARI-5-LTR_DR	168	476	644	0	15.875	503	727.278
Gypsy157-I_DR	57	580	637	0	11.556	78	739.295
Kolobok-N9_DR	312	323	634	148.09	7.135	3122	490.954
Nimb-9_DR	8	624	632	13.46	10.942	111	665.955
DIRS-1D-I_DR	405	226	631	0	10.943	138	2243.051
Gypsy-210_DR-I	0	630	631	0	18.447	53	561.849
Harbinger-N17_DR	435	185	620	242.33			
BEL-58_DRe-LTR	0	618	618	0	10.334	41	466.415
Copia-15_DR-LTR	0	615	615	0	14	599	375.546
Mariner-1_DR	0	613	613	13.46	17.696	525	319.895
Gypsy51-LTR_DR	606	1	607	26.93	7.463	30	583.7
Gypsy-115-I_DR	242	359	601	0	14.276	178	1430.348
Nimb-10_DR	436	160	596	0	9.732	50	386.6
Copia-6-I_DR	297	291	588	0	16.746	233	1255.974
Gypsy42-LTR_DR	403	180	583	255.79	7.782	125	516
Gypsy-170-LTR_DR	251	322	573	0	10.543	28	682.357
Gypsy142-I_DR	110	456	566	0	9.905	19	2271.421
Harbinger-5N1B_DR	276	285	561	26.93			
ERV1-N9-LTR_DR	328	232	559	0	8.056	265	785.125
BEL10-I_DR	4	553	557	0	12.24	15	1186.067
Gypsy-166B_DR-LTR	0	555	555	0	7.736	22	560.545
hAT-30_DR	550	0	550	0	17.252	194	317.495
L1-64_DR	0	532	532	0	10.15	183	316.645
Copia-8-I_DR	77	454	531	0	16.324	150	861.653
DNA-TA-7_DR	528	0	528	53.85	10.228	1291	392.053
LOOPER-N5B_DR	42	482	524	255.79			
DNA-2-4_DR	517	0	517	26.93	16.066	2897	436.2
hAT-12_DR	2	507	509	0	15.353	146	404.39
BEL3-LTR_DR	0	498	498	0	8.95	28	382.143
Gypsy156-LTR_DR	0	498	498	0	6.479	38	664.842
L1-136_DR	0	498	498	0			
BEL-51_DRe-I	0	490	490	0	6.417	6	1980.667
L1-65_DR	154	331	485	1548.2	11.555	303	321.432
piggyBac-N5C_DR	221	260	481	13.46			
Rex1-40_DRe	173	307	480	26.93	7.976	2343	393.151
Zisupton-4_DR	128	349	477	0	19.752	23	573.522
CryptonV-2_DR	134	339	472	53.85	16.835	4958	139.717
hAT-29_DR	469	0	469	0	16.654	169	173.195
piggyBac-N15_DR	469	0	469	13.46			
Sola2-N3_DR	456	12	468	26.93			
LTR-20_DR-LTR	111	356	467	0			
Gypsy103-I_Dr	2	463	465	0	11.283	35	2087.886
DNA-8-16_DR	147	317	464	0	6.882	468	840.795
Gypsy11-LTR_DR	0	460	460	0	9.095	78	708.705
DNA-5-8_DR	217	220	437	26.93	11.874	870	338.731
Gypsy-169-LTR_DR	5	428	432	0	11.81	825	232.33
hAT-N39_DR	431	0	432	40.39	7.05	1011	478.917
TDR8C	431	0	431	26.93	12.847	892	402.897
SAT-23_DR	74	356	430	121.16	11.872	652	761.265
Gypsy-22-LTR_DR	0	424	424	0	9.935	75	581.213
Harbinger-5N1_DR	385	39	424	53.85			
hAT-N159_DR	218	204	422	834.68			
DNA-2-16_DR	408	12	420	0	9.887	1456	557.109
Gypsy94-I_DR	134	286	420	26.93	7.371	41	1241.341
DNA7-N2_DR	324	95	419	94.24	16.952	6339	96.577
ZFERV-2-LTR_DR	226	192	418	0	10.148	60	373.583
DNA-6-N4_DR	206	206	412	13.46	9.37	928	773.407
BEL34-LTR_DR	11	396	407	0	5	13	488.385
BEL-16_DR-LTR	0	406	406	0	8.094	18	498.5
Helitron-N3B_DR	149	255	405	40.39			
hAT-N21_DR	194	210	404	40.39	11.653	4172	433.205
piggyBac-N7_DR	403	0	403	13.46	11.499	231	440.545
Gypsy-194B_DR-LTR	0	390	390	0	19.237	122	318.615
hAT-N46_DR	70	320	390	148.09	9.863	1065	326.902
RTEX-5_DR	382	0	382	0	10.804	388	380.015
Mariner-N29_DR	0	379	379	13.46			
EnSpm-N1_DR	144	229	373	13.46	17.252	1461	236.691
Gypsy-28-I_DR	107	266	373	0	7.853	76	2717.461
ENSPM-6_DR	38	334	372	255.79	15.864	17168	144.311
Gypsy-193_DR-I	78	282	360	0	13.162	65	1737.738
IS3EU-4_DR	190	170	360	67.31	17.544	6963	217.83
Gypsy-240_DR-LTR	0	358	358	0			
Gypsy-195_DR-LTR	21	336	357	0	12.321	34	321.5
Gypsy140-I_DR	109	246	356	0	17.15	8	2427.75
hAT5-N2B_DR	50	306	356	13.46			
EnSpm-N36_DR	159	194	353	430.8			
DIRS-6_DR	90	261	351	40.39	9.497	688	816.501
ERV1-N3C-LTR_DR	10	340	350	0	13.633	51	540.588
Merlin-1_DR	101	247	348	282.71	14.334	30308	164.416
Gypsy-221_DR-LTR	0	345	345	0	7.562	125	309.416
DNA-3-3_DR	35	306	342	67.31	12.161	1613	495.069
MuDR-2N1_DR	0	340	340	13.46			
BEL5-LTR_DR	0	339	339	0	10.486	113	335.575
EnSpm-N36B_DR	150	184	334	296.18			
L1-94_DR	328	0	328	0	14.907	204	435.941
DIRS-N2_DR	271	56	327	107.7	11.798	2530	510.296
DNA6-8B_DR	242	84	326	13.46			
Gypsy-182_DR-LTR	0	326	326	0	11.182	113	304.389
BEL4-LTR_DR	0	321	321	0	4.288	26	755.346
L1-75_DR	292	29	321	0	15.153	316	416.177
DNA-8-26_DR	284	36	320	13.46	14.372	881	347.716
L1-112_DR	0	320	320	0	15.895	263	373.635
ERV1-5_DR-I	285	34	319	40.39	15.36	82	567.134
L2-11_DRe	0	318	318	40.39	10.876	415	390.116
Polinton-4N1_DR	138	172	310	471.19			
hAT-N53_DR	203	105	309	0	14.128	10095	278.203
ERV1-N2-LTR_DR	0	307	307	13.46	11.698	1564	369.558
Copia-7-I_DR	195	111	306	0	21.323	570	830.284
BEL-50_DRe-LTR	0	305	305	107.7	11.179	97	227.041
L1-56_DR	1	304	305	282.71	14.37	604	234.449
LTR-9_DR	300	0	300	0	9.12	327	357.327
Gypsy-188_DR-LTR	0	298	298	0	7.28	75	396.533
HARBINGER3NB_DR	257	41	298	13.46			
Harbinger-7_DR	107	189	296	0	19.83	10	545.1
hAT-N36B_DR	288	8	296	390.41	4.4	427	434.246
hAT-N36C_DR	288	8	296	471.19	8.257	1112	528.58
hAT-N53B_DR	239	56	294	94.24	14.236	2927	289.867
Gypsy-130_DR-LTR	239	52	291	13.46	8.511	64	406.75
hAT-34_DR	34	252	286	0			
Harbinger-N11_DR	0	285	285	121.16	11.051	1625	468.43
MuDR-2_DR	171	111	283	26.93			
EnSpm-N47_DR	95	188	282	94.24			
DNA-3-2_DR	251	30	281	53.85	9.545	1953	330.448
EnSpm-N49B_DR	156	124	280	13.46			
L2-6_DRe	0	280	280	0	13.117	609	396.872
Gypsy-168B_DR-I	8	271	279	0			
Gypsy35-LTR_DR	0	277	277	0	9.828	214	455.397
DNA2-16_DR	164	111	275	175.01	15.355	17743	116.679
L1-83_DR	21	254	275	0	11.912	245	407.657
Merlin-2_DR	244	31	275	26.93			
TE-X-3_DR	15	258	273	134.63	9.34	3009	413.134
ERV1-N8-LTR_DR	271	0	271	0	9.794	247	443.915
piggyBac-N5_DR	8	260	269	0	12.01	1469	342.579
ISL2EU-1_DR	0	268	268	0	23.52	45	487.178
Mariner-N5C_DR	122	144	266	26.93			
TZF28B	0	266	266	686.59	9.226	10168	582.491
DIRS-8_DR	118	146	265	6179.32	12.194	882	698.635
BEL27-LTR_DR	24	240	264	0	3.085	71	254.592
Gypsy107-I_Dr	0	264	264	0	14.08	20	1849.9
DNA-AT-1_DR	90	171	261	444.26	13.302	5316	261.294
Nimb-3_DR	21	238	260	53.85	15.658	159	495.887
DNA6-3_DR	134	124	258	0	8.422	294	390.337
L1-101_DR	75	183	258	0	10.672	212	359.142
Gypsy-217_DR-LTR	0	253	253	0	5.833	6	128.333
hAT-N29_DR	6	245	251	94.24	14.21	1663	312.497
BEL4-I_DR	0	250	250	0	22.017	18	2454.389
Rex1-50_DR	106	144	250	0	11.152	644	221.286
LTR5_DR	5	243	248	0	9.361	198	660.237
Copia-8-LTR_DR	1	245	246	0	11.651	935	416.784
Gypsy44-LTR_DR	20	225	245	0	11.843	157	332.694
DNA-5-8D_DR	235	0	235	67.31	8.345	449	329.169
ERV1-N1B_DR-LTR	89	145	234	0			
LTR-11_DR-LTR	24	210	234	1884.76	13.653	9325	152.787
Gypsy-28B-I_DR	87	142	229	0	10.669	87	2581.264
DNA-6-N2_DR	86	142	228	323.1	11.998	4014	302.596
hAT-N65_DR	128	96	224	67.31	10.984	777	456.015
hAT-N38_DR	213	10	223	201.94	10.964	5275	326.58
DIRS-15B_DR	159	60	219	67.31	16.728	659	348.797
Gypsy-20-LTR_DR	188	30	218	0	2.325	8	859.75
Harbinger-N16B_DR	2	216	218	26.93			
Gypsy-187_DR-LTR	0	216	216	0	12.043	248	392.371
hAT-N142_DR	210	4	214	26.93	15.585	1901	177.762
Gypsy-171-LTR_DR	0	209	209	0	8.664	169	455.473
Gypsy-16-LTR_DR	207	1	208	0	5.569	188	888.303
DNA2-2_DR	113	95	207	121.16	6.259	4071	645.945
ERV1-N10_DR-LTR	186	20	206	0			
BEL25-LTR_DR	0	205	205	26.93	3.61	20	515.15
hAT-N30_DR	2	203	205	53.85	5.192	2570	662.898
L1-92_DR	0	205	205	0	20.504	367	312.749
DNA2-13_DR	72	129	201	0	19.119	1693	162.409
DNA8-8B_DR	190	10	200	134.63	12.667	1305	239.5
ERV1-N7-LTR_DR	101	99	200	0	8.266	200	369.085
Gypsy140-LTR_DR	2	193	195	0	14.956	62	446.806
DIRS-9B_DR	18	176	194	0	14.834	275	525.367
DNA-4-3B_DR	143	50	193	40.39			
Gypsy-238_DR-LTR	0	193	193	0			
HATN3B_DR	182	12	193	121.16	8.799	2671	354.027
BEL-49_DRe-I	4	188	192	0	12.325	8	1650.375
ERV3_DR_LTR	64	128	192	0	13.125	296	534.909
hAT-N19_DR	0	192	192	107.7	6.469	420	391.714
CryptonV-3_DR	80	108	189	13.46	16.418	4653	119.797
L1-118_DR	176	12	188	0			
Gypsy112-LTR_DR	0	187	187	0	25.7	4	227
Gypsy163-LTR_DR	0	187	187	0	5.524	17	183.941
Mariner-3_DR	0	187	187	80.78	16.285	323	290.796
ERV1-N3B-LTR_DR	19	165	184	0	7.546	459	915.462
DNA7-N1_DR	70	113	183	282.71	17.023	2792	356.198
BHIKHARI-3-LTR_DR	4	178	182	0	12.842	589	385.988
Gypsy-239_DR-LTR	96	85	181	0			
BEL-66_DR-LTR	0	180	180	0			
Gypsy-250_DR-LTR	0	179	179	0			
BEL1-I_DR	0	178	178	0	17.693	14	617.214
DIRS-1C-LTR_DR	118	60	178	80.78	9.205	1371	438.529
hAT-N54_DR	54	122	176	67.31	12.066	3270	343.248
Penelope-5_DR	175	0	176	26.93			
Gypsy94-LTR_DR	0	175	175	0	8.097	61	390.869
hAT-N45C_DR	172	1	173	134.63			
EnSpmN1_DR	20	152	172	80.78	16.471	856	798.275
Gypsy150-LTR_DR	86	86	172	0	15.229	7	97.714
Gypsy73-I_DR	0	171	171	0	9.114	14	1245.143
DIRS-4N2_DR	42	128	170	67.31	11.175	1058	571.945
Gypsy155-I_DR	0	170	170	0	14.391	22	1951.136
Mariner-N2_DR	0	170	170	26.93	15.174	2623	347.128
MuDR-N1_DR	0	170	170	161.55	10.996	5103	477.219
EnSpm-N39B_DR	65	105	169	40.39			
EnSpm-N39_DR	73	94	167	40.39			
Gypsy136-LTR_DR	167	0	167	0	7.473	59	462.966
Gypsy145-I_DR	0	167	167	0	17.665	26	1188.231
RTEX-2_DR	165	1	166	26.93	12.144	1620	192.496
DNA8-20_DR	124	40	164	0	17.133	944	688.823
Gypsy72-I_DR	49	114	163	0	14.959	29	1215.31
