TE	sense	antisense	total	RNAseq	div	copies	length
LTR16A1	0	101	101	0	27.063	2028	235.256
MER68-int	42	57	98	0	24.605	178	386.287
L1MD2	95	3	97	0	23.681	7379	398.886
MER34B-int	72	22	95	75.67	29.244	3549	223.115
Charlie11	57	37	94	25.22	27.377	104	318.538
Eutr5	91	1	92	0	29.566	223	213.085
L1MB3	53	36	90	0	19.649	12916	342.276
L1M3d	0	86	86	0	28.053	585	424.47
L1M4b	24	56	80	0	24.057	3107	457.414
Tigger18a	75	0	75	0	26.908	992	276.537
MER31-int	66	8	74	0	24.707	3316	301.021
ERVL-B4	41	31	72	0	24.039	2209	443.798
L1MC2	68	3	71	0	20.173	4264	383.422
L4_C_Mam	55	11	66	0	29.458	3165	200.887
EUTREP14	63	0	63	0	27.134	230	153.091
MER21C	63	0	63	126.11	23.833	8348	360.821
MLT-int	10	54	63	0	23.27	208	228.812
L1MEc	0	62	62	0	25.759	11895	431.649
Cheshire	14	48	61	100.89	22.777	930	326.029
ERVL	32	29	61	0	25.647	475	328.912
HAL1b	14	46	60	50.44	27.203	2680	266.05
L1M3de	60	0	60	0	25.812	3720	657.989
L1MB4	10	51	60	0	20.39	6016	341.568
LTR41B	44	14	58	0	25.339	686	256.153
MER89-int	11	46	57	0	28.577	418	375.455
MLT1H	51	6	57	0	27.089	7046	236.649
HAL1M8	46	9	55	0	24.596	1498	322.052
L1MCa	30	26	55	0	21.921	5817	473.573
LTR86A2	55	0	55	0	28.566	234	223.645
L1M6	5	49	54	0	28.979	3112	268.079
L1ME3A	44	9	53	0	25.926	10600	321.796
L1MDb	0	52	52	0	25.335	853	448.3
MER34-int	14	37	51	0	27.719	755	285.232
MER76-int	4	45	49	0	30.174	124	469.952
L1MDa	36	12	48	0	23.604	4544	499.328
MER58A	0	48	48	2648.31	25.016	11448	165.504
MER58B	0	48	48	428.77	24.038	5080	217.84
MER58C	0	48	48	50.44	24.202	1921	133.591
MER58D	0	48	48	25.22	21.859	460	161.387
MER96B	48	0	48	0	21.381	1594	157.358
MLT1F-int	28	20	48	0	26.294	370	342.811
MER110A	0	47	47	0	24.858	484	236.69
MER31_BT	46	0	46	807.1	23.93	1250	227.748
BTSAT4	0	45	45	0	30.111	21118	532.102
L1MEg1	45	0	45	0	29.108	672	353.78
L1M3b	42	2	44	0	29.198	341	479.258
L1MCb	24	20	44	0	25.866	1598	430.573
MamGypLTR4	0	44	44	0	28.468	495	197.186
Charlie6	18	25	43	0	23.356	211	436.37
MER21-int	38	4	42	0	26.237	527	332.679
BLACKJACK	37	4	41	0	25.228	1527	353.045
L4_B_Mam	21	20	41	0	29.832	1985	202.896
Tigger20a	0	41	41	0	28.951	889	219.751
Tigger21a	41	0	41	0	27.985	140	245.171
L1MB5	7	33	40	0	21.563	7100	368.838
ARLTR2	38	0	38	75.67	23.98	9599	208.72
L1MB7	7	30	38	0	21.007	15134	389.662
MER4B-int	18	20	38	0	27.027	322	239.124
Zaphod2	28	10	38	302.66	24.625	473	235.753
EUTREP4	2	35	37	0	24.613	223	145.444
Kanga2_a	36	0	36	0	25.701	1131	262.22
MER92-int	36	0	36	0	23.368	1176	338.953
MamRep38	0	33	33	0	29.291	1383	160.714
LTR105_Mam	32	0	32	0	29.636	448	227.261
MER67B	0	32	32	0	22.917	338	302.808
HAL1	31	0	31	0	27.847	13893	328.086
L1MB8	8	22	31	0	20.967	11579	371.389
L1MC5a	20	11	31	0	25.861	11716	280.653
L1ME3	31	0	31	0	25.548	6119	318.467
MamRep1879	31	0	31	0	27.232	896	129.498
L1MD3	14	16	30	0	22.667	4150	276.853
Charlie9	19	10	29	0	24.656	688	154.214
L1MD	8	20	29	0	23.937	7407	329.874
LTR102_Mam	0	29	29	0	25.019	377	289.265
MER68C	29	0	29	0	24.92	120	233.308
Zaphod3	1	28	29	0	23.001	272	324.368
CHR-1	4	24	28	0	25.387	5636	106.488
Eutr10	0	28	28	0	29.456	668	217.796
ORSL	27	1	28	0	21.911	931	155.506
LTR77	1	26	27	0	23.92	25	108.92
HAL1ME	0	26	26	126.11	27.908	4670	227.73
L1M4a2	24	2	26	0	25.648	1696	530.29
LTR81B	13	13	26	0	27.931	645	208.067
MER81	0	26	26	0	25.924	2751	92.085
L1M4a1	24	1	25	0	25.749	1986	434.205
MamGypLTR1b	0	23	24	0	29.366	763	194.81
EutTc1-N1	23	0	23	100.89	20.223	35	163.629
L1MC4	22	1	23	0	25.354	16583	310.33
LTR80B	0	23	23	0	27.169	338	249.728
MamGypLTR1a	0	23	23	0	29.284	671	201.295
MER90a	23	0	23	0	25.201	1009	290.778
MLT1I	0	23	23	0	28.707	7452	197.803
Tigger22N1	0	23	23	0	27.676	676	173.827
Charlie8	0	22	22	0	28.866	2855	210.075
LTR37-int	19	2	22	0	24.422	1069	344.565
Zaphod4a	21	1	22	0	27.394	252	278.103
Charlie17	20	1	21	0	24.759	262	323.79
L1MEa	20	2	21	0	27.583	256	336.715
LTR89	16	5	21	0	29.91	672	185.705
MLT1H2	3	18	21	0	26.368	3462	184.64
BTSAT6	20	0	20	0	28.001	26524	565.387
L1ME2	17	2	20	0	25.296	8379	371.241
L1MEg	20	0	20	0	27.292	8500	380.139
LTR75_1	15	5	20	0	23.669	62	105.339
LTR81AB	0	20	20	0	26.508	172	172.878
MamGypLTR1d	2	19	20	0	28.338	473	185.505
MER102a	0	20	20	0	27.215	2191	168.726
MER102b	0	20	20	0	28.882	2032	183.377
MER102c	0	20	20	0	28.406	1980	161.46
MLT2F	17	3	20	0	27.391	1394	293.499
L1ME3B	19	0	19	0	26.763	4758	325.784
L1ME4a	2	17	18	0	26.591	16773	225.266
Arthur1	4	13	17	0	24.825	2043	290.66
L1MEb	15	2	17	0	27.976	1046	359.882
LTR33C	2	15	17	0	27.478	708	223.482
LTR37A	17	0	17	25.22	23.678	1513	215.814
MLT1E2	0	17	17	756.66	25.214	3109	317.583
MLT1K	2	15	17	0	28.642	11910	215.984
Kanga11a	16	0	16	0	26.714	653	211.502
LTR103_Mam	16	0	16	0	29.722	468	179.718
MamGypLTR3a	0	16	16	0	29.963	762	195.247
MLT1H-int	13	3	16	0	28.452	606	318.807
MLT2E	0	15	15	0	27.692	341	202.434
HERV16	8	6	14	0	31.808	1689	382.495
HERVL40	4	10	14	0	28.563	893	356.251
L1MEi	6	9	14	0	27.597	3118	315.372
LTR81	1	13	14	0	28.717	220	183.459
MLT1J-int	0	14	14	0	30.404	1200	256.754
OSSAT2	1	13	14	100.89	14.982	60116	2729.238
Charlie7	0	13	13	75.67	26.083	2617	271.4
LTR108e_Mam	13	0	13	0	26.868	117	252.744
MamRep1527	0	13	13	0	29.494	879	220.54
Tigger12	6	7	13	0	29.201	554	196.471
Charlie10	0	12	12	25.22	25.719	911	247.591
L1MEf	0	12	12	0	26.604	7403	454.888
LTR41	6	6	12	0	24.069	879	268.17
MER92C	0	12	12	25.22	21.626	99	253.717
7SK	11	0	11	353.11	26.526	402	145.893
L1M3c	0	11	11	0	26.54	1665	447.211
L1MEg2	11	0	11	0	28.779	607	286.346
Looper	6	5	11	0	20.839	368	360.418
LTR16	8	3	11	0	28.417	2163	252.745
LTR53-int	0	11	11	0	24.839	235	555.694
LTR69	0	11	11				
Charlie10a	0	10	10	0	26.34	206	161.927
Charlie10b	0	10	10	0	25.697	201	159.333
Charlie2b	0	10	10	50.44	24.938	1807	248.167
MLT1A0	0	10	10	3203.19	21.729	11067	245.472
MLT1A	0	10	10	403.55	23.616	7684	240.564
MLT1E3	4	6	10	201.78	24.418	1484	288.825
MLT1G	0	10	10	25.22	26.955	2163	270.417
MLT1G3	0	10	10	0	27.148	2279	290.562
MLT1J	10	0	10	0	28.401	10483	224.89
MLT1J1	10	0	10	0	27.335	3348	188.534
MLT1J2	10	0	10	0	28.22	4810	201.448
Tigger17	10	0	10	0	22.129	63	352.667
Charlie14a	9	0	9	0	25.607	283	181.18
Charlie19a	9	0	9	0	27.122	1158	163.657
LTR33	0	9	9	0	29.158	6569	242.396
LTR33A	9	0	9	0	27.921	1558	231.983
LTR78	4	5	9	0	30.28	3044	247.187
LTR86A1	9	0	9	0	29.431	346	229.96
Charlie16	0	8	8	0	27.417	944	219.522
ERV3-16A3_LTR	0	8	8	0	29.003	830	240.829
Eutr2B	4	4	8	0	25.407	271	160.871
Kanga1	0	8	8	0	24.771	625	222.312
L1MC4a	0	8	8	0	24.241	7042	319.953
LTR52-int	3	5	8	0	26.234	176	379.04
LTR80A	0	8	8	0	26.691	330	272.439
MER106A	8	0	8	100.89	22.962	637	155.325
MER106B	8	0	8	25.22	22.503	527	181.201
MER34A1	8	0	8	50.44	23.214	3344	171.822
MER34A	8	0	8	50.44	25.047	5688	189.605
MLT1L	0	8	8	0	28.263	7820	201.654
Oamar1	2	6	8	3833.74	19.385	1298	497.516
Tigger2a_Art	0	8	8	25.22	23.936	6184	157.703
Chap1a_Mam	7	0	7	0	28.302	428	180.928
Charlie17a	7	0	7	0	29.862	825	132.299
Charlie17b	7	0	7	50.44	26.954	424	278.932
L1M3e	7	0	7	0	25.668	238	397.496
L1M7	1	6	7	0	28.183	1763	321.075
L1MD1	5	3	7	0	21.492	4177	450.007
LTR16C	7	0	7	0	28.431	4734	241.511
MER45R	3	4	7	0	22.402	246	402.752
MER77	1	6	7	0	24.598	995	317.469
Charlie30b	0	6	6	0	25.9	429	169.965
EUTREP7	5	1	6	0	25.383	204	213.186
L2d	0	6	6	0	31.111	16200	146.115
LTR16B1	0	6	6	0	28.134	822	294.888
LTR16D1	0	6	6	0	29.615	169	256.053
LTR40a	0	6	6	25.22	26.768	1556	299.012
LTR40b	0	6	6	0	25.412	948	260.751
LTR86B1	5	0	6	0	28.559	196	201.332
MLT2B3	2	4	6	0	23.353	147	285.095
Tigger12c	0	6	6	0	29.562	578	160.142
UCON48	6	0	6	0	28.05	133	202.962
L1ME2z	4	1	5	0	23.444	4960	303.262
L1ME3C	2	2	5	0	26.691	1938	304.565
L1ME3D	3	2	5	0	27.087	2353	338.327
L1ME4b	0	5	5	0	26.828	15533	249.642
L1ME4c	1	3	5	0	27.468	6210	226.867
L1MEd	0	5	5	0	28.279	10285	338.197
MamGypLTR3	5	0	5	0	29.206	398	183.07
MER20B	2	4	5	0	26.906	2860	227.345
MER31A	5	0	5	126.11	21.66	658	266.883
MER67D	5	0	5	25.22	22.639	845	266.301
Tigger6	5	0	5	25.22	22.471	129	306.295
LTR104_Mam	4	0	4	0	29.67	1124	172.244
LTR107_Mam	0	4	4	0	26.056	317	198.669
LTR108c_Mam	0	4	4	0	27.089	28	346.429
LTR108d_Mam	0	4	4	0	27.013	62	252.403
LTR33A_	4	0	4	0	28.156	1233	257.443
LTR84a	0	4	4	0	28.892	410	217.771
MamRep1151	0	4	4	0	24.398	809	281.71
MamTip3B	4	0	4	0	27.992	571	168.454
MER5B	0	4	4	1361.99	26.645	18835	112.433
Helitron3Na_Mam	3	0	3	0	28.76	754	193.451
LTR103b_Mam	0	3	3	0	29.524	357	176.434
MER74C	3	0	3	0	23.974	192	265.969
MER92D	0	3	3	0	23.423	183	206.891
MLT1D	0	3	3	706.21	23.077	14599	287.078
Charlie25	2	0	2	0	28.407	814	346.822
EuthAT-2	1	1	2	0	24.686	851	292.68
EUTREP16	0	2	2	0	26.963	270	131.581
FordPrefect	0	2	2	0	27.343	463	426.423
LTR40A1	0	2	2	0	26.687	455	226.558
LTR41C	2	0	2	0	24.311	519	215.667
LTR67B	0	2	2	25.22	28.168	2432	182.407
LTR68	0	2	2	0	25.415	236	263.059
LTR79	2	0	2	0	28.384	2548	188.697
LTR81C	2	0	2	0	29.466	448	205.908
MamGypLTR1c	2	0	2	0	28.867	642	195.671
MARNA	2	0	2	25.22	28.958	2112	184.388
MER115	0	2	2	0	30.04	1998	249.648
MER63A	0	2	2	0	25.888	3267	143.574
MER63B	0	2	2	126.11	23.842	2104	180.137
MER63C	0	2	2	75.67	22.895	1054	301.866
MER63D	0	2	2	50.44	22.387	378	208.23
Zaphod	2	0	2	0	24.658	1442	326.022
Charlie22a	0	1	1	0	26.885	728	168.761
Eutr15	0	1	1	0	28.123	437	202.178
EUTREP2	1	0	1	0	29.103	539	160.106
EutTc1-N2	1	0	1	100.89	20.046	119	197.126
Helitron1Na_Mam	0	1	1	0	26.158	323	209.594
Helitron1Nb_Mam	0	1	1	0	27.151	166	255.47
L1M4c	0	0	1	0	23.528	4513	606.825
L1MC5	1	0	1	0	24.213	10382	291.748
L1ME3E	1	0	1	0	27.23	2380	333.181
L1ME3F	1	0	1	0	26.866	2518	346.135
L1ME3G	0	1	1	0	27.455	10985	248.001
LTR40c	1	0	1	0	26.223	424	292.833
LTR50	0	1	1	0	24.722	1992	215.782
LTR52	0	1	1	50.44	24.579	789	253.024
LTR78B	1	0	1	0	30.129	1891	202.662
LTR81A	1	0	1	0	27.914	483	196.716
LTR91A	0	1	1	0	29.068	1383	197.125
MER97d	0	1	1	0	24.105	63	323.016
MLT1E1A	0	1	1	50.44	25.187	2510	288.812
MLT2B2	1	0	1	25.22	20.71	867	278.421
OSSAT1	1	0	1	0	20.583	36092	256.513
Tigger17c	0	1	1	0	22.737	81	241.222
Tigger9b	1	0	1	554.88	24.113	630	283.429
7SLRNA	0	0	0	1160.21	18.425	57	195.561
Arthur1B	0	0	0	0	25.844	1582	245.192
Charlie21a	0	0	0	0	26.274	479	303.622
FordPrefect_a	0	0	0	0	29.666	173	228.618
L1M8	0	0	0	0	26.555	1075	366.139
MER68B	0	0	0	0	24.62	332	305.488
MER97a	0	0	0	0	24.475	893	212.029
MER97b	0	0	0	0	25.16	352	278.307
MLT1F	0	0	0	201.78	25.217	3360	300.864
MLT1F1	0	0	0	227	24.563	2689	281.777
MLT2B4	0	0	0	151.33	20.712	2941	263.979
