Name	sense	antisense	total	RNAseq	div	copies	length
L1A_Oc	372	21950	22322	9.89	25.144	25	169.04
LTR20B_OC	10127	11839	21966	5611.94	9.855	96	279.646
ERV2-1_OC-I	4907	16926	21834	92.27	8.98	557	352.803
L1M2	839	20177	21015	72.5	20.63	20734	239.14
ERVNOC_I-int	5824	15166	20990	3021.82	7.433	6274	1058.328
L1A2_OC	2884	17293	20177	46.13	9.911	5619	886.483
L1A_Oc	1341	17319	18660	280.1	21.143	42159	142.284
CSINE3A	440	18145	18584	1166.55	18.563	9364	128.368
LTR13_OC	3	18491	18494	0	9.294	119	365.563
ERVNOC_I-int	13750	4173	17923	11718.18	3.633	5266	500.009
LTR36_OC	16723	1083	17806	504.19	15.06	4886	389.544
L1M4b	46	17753	17799	3.3	26.35	412	322.663
L1A_Oc	3336	14311	17647	293.28	17.41	23804	266.861
L1MA6	15829	1029	16858	204.31	22.298	15192	163.791
L1A_Oc	10114	6601	16715	31104.59	21.739	33284	216.263
L1A_Oc	7094	8521	15615	108.75	20.837	4261	434.204
LTR10B_OC	14945	268	15213	9.89	7.328	115	321.791
L1A_Oc	2949	11734	14683	42.84	9.184	6843	622.724
ERV1-2_OC-I	1092	13382	14475	484.41	12.064	441	480.748
ERVNOC_I-int	10971	2954	13925	10189.15	10.868	269	412.703
L1M2	2033	11727	13761	632.7	23.658	29388	159.416
LTR21_OC	2059	11190	13249	59.32	9.77	228	410.728
ERVNOC2B_LTR	358	12102	12460	23.07	8.865	175	330.166
L1ME3B	576	11612	12189	141.7	19.256	18727	160.983
Charlie1	1543	10528	12071	537.14	22.099	385	642.158
LTR21_OC	750	11131	11881	388.85	12.636	184	400.228
L1A_Oc	4007	7346	11353	556.91	22.803	24899	87.748
L1A_Oc	382	10112	10494	112.04	21.873	4778	197.328
CSINE3A	7985	2299	10285	4359.72	15.861	146309	278.817
L1A_Oc	4391	5661	10052	507.48	20.512	17549	165.451
L1MCb	92	9844	9935	0	26.199	1723	386.378
L1C_OC	1897	7414	9311	19.77	20.218	268	329.646
L1MB3	93	9119	9212	13.18	23.938	1519	172.98
L1ME1	598	8511	9110	19.77	26.945	8297	269.509
L1M2c	3732	5133	8865	19.77	23.671	2879	581.317
LINE1E_OC_5end	421	8436	8857	23.07			
ERVNOC_I-int	1529	7295	8824	369.08	15.467	3	207.333
L1A_Oc	7253	1379	8632	428.39	6.72	12186	892.384
LTR3D_OC	7976	75	8052	3.3	14.08	144	392.66
L1A2_OC	1593	6282	7876	23.07	21.764	5800	646.159
LTR5D_OC	7034	828	7862	79.09	13.268	808	524.205
L1C_OC	4730	3088	7817	2359.45	17.411	83005	243.687
L1A_Oc	835	6895	7730	108.75	21.781	12721	114.685
ERVL-B4-int	444	7280	7724	0	29.111	2247	418.381
LTR8E_OC	7410	275	7684	19.77	20.747	538	421.407
L1M5	1332	6316	7648	158.18	21.508	456	738.787
ERV1-1_OC-I	3370	4163	7534	39.54	26.359	476	684.622
L1A_Oc	2360	4982	7342	289.99	19.909	25271	109.827
L1MC3	2918	4344	7262	9.89	17.416	248	1054.677
ERVNOC_I-int	2675	4522	7197	4455.28	9.684	43	154.837
L1A2_OC	124	7010	7134	158.18	15.102	204	407.373
MER52-int	3465	3534	6999	0	22.773	691	451.656
LTR15_OC	116	6702	6818	42.84	5.792	51	362.353
L1A_Oc	18	6370	6388	56.02	21.302	65	123.677
CSINE2B	348	5900	6248	13.18	18.257	675	275.784
LTR18_OC	6106	49	6155	158.18	7.623	253	362.233
RELIK-I	2096	3944	6039	26.36	15.421	165	1225.727
LTR10D_OC	5662	13	5675	9.89	6.176	122	383.082
LTR10_OC	5519	18	5537	184.54	3.584	149	342.04
LTR10D_OC	5517	16	5533	26.36	3.867	138	386.217
CSINE3A	5247	280	5527	1347.79	10.652	40145	281.616
L1MB1	2898	2412	5309	1687.21	21.437	28174	73.84
L1A_Oc	2755	2524	5279	2257.3	16.801	166079	306.722
LTR18_OC	5036	19	5055	13.18	13.157	259	352.486
CSINE3A	351	4671	5022	17221.38			
LINE1E_OC	2874	2119	4993	1433.47	19.315	91619	191.047
L2a	2596	1956	4552	0	22.606	254	300.272
MER83B-int	261	4281	4542	19.77	20.279	922	477.774
CSINE2B	1745	2741	4486	1911.29	18.726	25468	129.455
L1MB3	2089	2373	4463	771.11	21.832	25307	144.986
CSINE2	1883	2445	4328	4310.29	17.758	85631	259.576
CSINE3A	1267	2994	4260	1723.46	21.785	143192	229.16
MER83B-int	16	4091	4107	563.5	15.879	1397	184.956
ERVNOC2_LTR	283	3796	4079	108.75	9.15	247	343.599
L1M2	1791	2158	3949	253.74	8.985	483	273.219
CSINE1	2720	1225	3945	1235.75	19.609	156221	189.996
CSINE2B	3200	551	3752	14334.67	18.215	117	548.632
CSINE2	2503	1220	3723	2946.02	24.79	8840	100.925
LTR2A_OC	142	3576	3717	75.79	7.425	435	382.301
L1MB7	2149	1529	3678	1627.89	20.907	31897	218.82
LINE1E_OC	35	3642	3677	102.16	19.589	645	338.439
MLT1J	3572	43	3615	0	27.256	411	110.324
L2	1249	2313	3562	23.07	14.98	191	783.398
LTR2C_OC	118	3361	3479	316.35	8.537	688	315.307
L1C_OC	17	3436	3453	514.07	12.058	201	91.567
ERVL-B4-int	2974	287	3261	0	27.953	827	325.264
MLT1B	1859	1375	3235	0	22.589	168	1057.262
L1C_OC	3128	75	3203	0	23.506	119	694.193
L1C_OC	1460	1725	3185	243.85	12.27	2256	381.659
LTR2A_OC	178	2996	3174	388.85	9.16	326	315.113
L1M5	697	2341	3037	0	23.926	652	494.302
LINE1E_OC	201	2787	2988	362.49	15.732	101	488.376
L1MB8	179	2778	2957	1103.93	16.795	29123	116.871
CSINE2B	2315	637	2953	11006.39			
LTR8E_OC	2624	191	2815	118.63	16.038	752	392.916
L2d	1210	1515	2725	3341.46	10.047	124	1782.444
HERVL74-int	2620	72	2692	13.18	14.686	262	442.523
MIRb	2404	265	2669	4099.39	16.282	486	711.912
MLT1A	68	2600	2668	9.89	24.25	1762	172.835
CSINE2B	2341	308	2649	3601.79	22.903	6743	164.585
MamRTE1	745	1859	2604	65.91	13.123	600	208.813
LTR17_OC	2443	99	2542	6.59	20.889	208	219.236
L1C_OC	181	2338	2519	135.11	13.678	1098	155.245
LTR17_OC	2468	30	2498	32.95	20.77	1144	276.253
CSINE2	372	2058	2430	4267.45	18.557	10247	222.908
CSINE2	2049	343	2393	3674.29	18.418	2627	175.356
CSINE2	348	2031	2379	2550.58	20.569	9013	207.081
LTR33_OC	1183	1191	2374	570.09	20.277	4573	102.459
ERV2-1_OC-LTR	339	2013	2352	639.29	10.419	1271	234.928
LTR8_OC	337	1997	2334	26.36	13.176	174	355.943
LMER1	2229	89	2318	59.32	15.689	1335	229.853
CSINE2B	1724	587	2311	434.98	24.202	7263	69.93
LINE1E_OC	2243	68	2310	92.27	14.175	67	93.358
CSINE2	272	1986	2258	1351.08	21.338	1405	146.342
MER83B-int	2078	158	2236	59.32	11.955	1455	495.023
LTR2B_OC	213	2022	2235	135.11	6.494	410	358.776
LTR28B_OC	2156	16	2172	6.59	10.343	72	593.111
CSINE2	1487	660	2147	37359.12			
MER52-int	1188	956	2145	0	23.437	493	333.535
MIR	1597	492	2090	0	23.598	227	387.392
LTR20C_OC	2064	13	2077	26.36	10.214	530	427.502
CSINE3A	589	1458	2047	731.56	13.981	963	66.904
CSINE2	591	1441	2032	0	7.946	99	1376.131
L3	1948	34	1983	131.81	23.802	202	175.411
CSINE2	1725	257	1982	3153.63	18.384	4038	208.444
CSINE2	253	1714	1966	4316.88	18.934	3979	224.025
ERV1-2_OC-I	1103	855	1958	3.3	27.188	207	494.246
CSINE3A	464	1454	1918	757.93	18.4	896	112.638
CSINE2B	1565	338	1903	1687.21	19.821	591	108.97
CSINE2	1219	683	1902	827.13	21.862	10744	81.016
LLTR29_OC	8	1887	1894	3.3	10.656	62	324.306
LTR11_OC	447	1428	1875	1927.77	11.274	1540	390.977
ERVNOC_LTR	991	880	1872	19152.44	4.282	6996	497.332
L1MA5	991	871	1861	619.52	22.72	13096	94.306
LLTR29_OC	137	1719	1856	3.3	18.531	109	314.018
LTR12A_OC	1591	256	1848	0	12.69	104	417.904
ERV2-2_OC-I	565	1267	1831	1614.71	7.614	159	625.767
CSINE2B	1471	360	1830	1980.49	16.723	78	59.218
ERV2-1_OC-I	929	894	1823	0	12.729	38	484.868
CSINE2	1321	499	1820	6590.65	17.692	16734	126.796
L1A_Oc	1384	412	1796	378.96	18.759	2465	565.072
MLT1A0	503	1217	1720	306.47	24.564	11831	101.861
ERVH_OC_LTR	1066	641	1707	757.93	5.502	356	414.48
L1MC1	1266	429	1695	0	26.187	5365	380.994
ERV2-1_OC-LTR	89	1603	1692	161.47	8.571	14	194.857
LTR12A_OC	278	1397	1674	46.13	4.015	241	446.826
MER52-int	1570	40	1611	441.57	16.679	1215	229.904
rnd-4_family-42	1356	252	1608	0	25.747	12387	253.61
LTR15D_OC	184	1351	1534	56.02	12.825	143	283.063
ERVH_OC_LTR	542	980	1522	276.81	4.354	167	344.479
LTR1D_OC	80	1436	1516	692.02	10.14	1232	268.568
L1C_OC	804	707	1511	688.72	16.054	3840	113.667
ERVNOC_LTR	814	696	1510	5417.52	3.424	2919	458.009
L1M3	539	948	1487	0	8.95	164	1169.421
CSINE1	1073	393	1465	12344.3			
MER52-int	1261	192	1452	13.18	18.133	748	516.134
L1MA5	1418	0	1418	16.48	13.922	82	89.427
MamRTE1	1	1417	1418	0	12.512	34	61.824
L1M3c	1299	66	1365	69.2	25.384	325	302.305
L1MEc	116	1234	1350	0	25.253	1837	320.866
L1C_OC	498	829	1327	158.18	10.836	1350	271.679
L1C_OC	909	415	1324	230.67	15.94	17712	253.164
MLT-int	304	1012	1316	0	26.817	1161	375.752
ERVNOC_LTR	674	640	1314	3245.9	3.624	729	458.975
LTR7B_OC	1313	0	1313	9.89	6.564	117	347.034
LTR36_OC	55	1251	1306	0	23.036	1598	297.665
L1A2_OC	1058	248	1306	3.3	12.861	180	555.444
ERVNOC_LTR	548	741	1289	22701.51	4.617	3605	441.804
L1A_Oc	135	1134	1269	748.04	19.512	371	151.679
ERVNOC_LTR	613	654	1267	1634.48	3.915	270	441.674
MLT1B	770	494	1264	1555.39	21.786	12413	147.793
ERVNOC_LTR	623	641	1264	10538.46	4.74	1527	460.043
HERV16-int	400	828	1228	6.59	14.507	822	250.614
LTR20_OC	332	880	1212	833.72	5.576	302	601.97
CSINE2	384	814	1198	355.9	23.522	2517	62.68
MER52-int	157	1032	1189	13.18	20.674	283	322.855
ERV2-1_OC-I	187	997	1184	75.79	9.514	246	264.537
L1A2_OC	677	507	1184	187.83	13.072	57	339.526
ERVNOC_LTR	405	710	1115	441.57	5.6	1	248
CSINE2	693	413	1106	14894.88	20.534	1031	97.572
LTR2B_OC	1061	43	1104	303.17	9.097	92	188.293
Tigger6	518	550	1068	0	22.735	1135	458.219
MLT1B	602	438	1040	207.61	12.793	187	569.77
ERV1-1_OC-LTR	10	1026	1035	46.13	7.947	105	314.571
MER20	994	35	1029	59.32	24.528	8394	150.992
MER89	1000	27	1026	0	25.313	694	285.091
L1MA7	368	653	1021	0	12.828	666	1436.218
CSINE2	692	326	1019	18747.12	12.907	68329	264.655
LTR81C	371	649	1019	0	14.037	97	534.186
CSINE2B	451	549	1000	4122.45	23.817	102982	239.22
CSINE2	724	274	997	14206.16	14.105	3001	211.254
CSINE2	751	246	997	7305.74	13.724	77776	304.958
CSINE2	731	256	987	6969.62	14.401	4834	210.121
LTR33_OC	925	61	987	9.89	12.397	189	467.011
CSINE3A	260	726	986	11332.63	4.081	9950	325.776
CSINE2	239	743	982	17359.78	14.778	5100	174.476
CSINE2B	432	547	979	2323.21	22.888	29418	210.914
rnd-6_family-2911	978	0	978	0	17.884	411	65.949
CSINE2	231	745	977	13487.77	12.826	54132	296.48
CSINE2	724	251	974	7506.76	14.395	3662	213.567
CSINE3A	252	715	968	275937.52	4.965	32681	339.212
CSINE3A	252	715	967	3674.29	3.561	9136	335.502
CSINE2B	534	431	965	1070.98	23.343	63802	241.52
LTR23_OC	951	2	954	16.48	19.273	621	256.169
CSINE2	221	731	953	15013.51	14.561	5203	209.141
CSINE2	717	223	940	5256.05	13.576	2625	220.358
LTR9_OC	487	450	937	9.89	12.505	333	520.565
rnd-4_family-46	2	920	921	0	26.792	2555	196.371
L1MDa	900	9	909	0	25.097	592	175.179
CSINE2B	488	421	909	6.59	12.046	151	711.974
L1MA4	445	461	906	0	27.134	899	514.714
CSINE2B	548	358	906	19.77	23.68	6656	63.885
MLT-int	572	331	904	23.07	24.703	10595	298.755
L1MA6	205	696	901	0	26.175	3457	553.524
L1MA5	764	128	892	62.61	13.13	1759	71.144
MER52-int	429	453	883	0	24.935	745	464.435
CSINE2	675	200	875	7414.49	14.003	40	177.125
LTR33_OC	669	175	844	19.77	8.814	196	702.607
CSINE2B	170	664	834	5232.98	17.413	15	96.667
LTR8D_OC	734	99	833	164.77	9.772	697	436.689
Charlie8	514	311	825	23.07	18.327	143	515.72
CSINE1	659	148	806	13260.4	14.258	537	145.497
LTR33_OC	418	386	804	46.13	12.17	169	581.024
rnd-6_family-995	128	653	780	0	26.898	243	127.086
LTR16B2	770	9	779	0	28.609	917	241.105
L1C_OC	666	108	774	118.63	8.503	281	724.737
CSINE3A	600	168	768	5312.07	6.776	107	163.514
CSINE2	167	594	761	5124.23	16.574	91	116.451
L1M2	214	523	737	3.3	26.601	633	467.172
MER83A-int	562	174	736	0	19.966	276	383.42
MLT2B3	717	17	734	0	26.497	1931	288.622
rnd-6_family-2714	182	548	730	0	26.392	981	244.566
MER52-int	460	256	717	164.77	17.16	644	417.649
rnd-6_family-1169	643	70	713	0	25.343	199	158.141
MER90a	475	228	703	0	26.678	863	283.606
CSINE2B	448	242	690	19.77	11.536	165	768.327
LTR30_OC	628	61	689	16.48	21.573	1162	224.145
LLTR29B_OC	23	661	684	6.59	11.316	104	370.596
MER68	632	44	676	23.07	26.851	1194	310.837
LTR11_OC	573	101	674	56.02	5.669	80	100.625
CSINE2	118	545	663	2062.87	22.792	603	316.872
MSU1	433	225	658	0	17.03	33	1480.394
LLTR29B_OC	59	594	653	9.89	11.665	26	344.923
L1A_Oc	508	134	642	62.61	14.608	589	201.643
rnd-6_family-1193	52	587	639	0	20.626	202	248.173
rnd-5_family-51	491	142	633	0	27.574	1344	380.973
MER31-int	266	361	627	0	22.355	402	265.301
CSINE1	23	602	625	586.57	16.919	155	49.755
CSINE3A	364	250	614	7262.9	9.746	10826	284.064
MLT2B1	84	530	614	0	26.191	4394	258.699
LTR8A1_OC	464	140	604	19.77	11.817	114	321.439
L1A2_OC	208	388	596	807.36	15.35	326	394.092
LTR28_OC	66	528	594	32.95	6.87	167	682.353
MER33	575	0	575	9.89	22.371	4175	189.511
rnd-5_family-141	386	180	566	19827.98	26.442	692	946.403
LTR28_OC	38	527	565	75.79	8.746	206	560.262
L3	208	353	561	0	13.055	173	660.029
LTR20_OC	542	0	542	734.86	8.307	481	483.74
MLT1A1	138	403	541	3.3	24.774	3512	246.954
CSINE2B	296	244	540	1397.22	16.693	44	72.25
MER83A-int	471	67	538	3.3	23.599	789	213.673
LTR45	32	504	536	3.3	25.062	652	254.163
LTR1E_OC	449	84	533	3.3	13.091	22	258.318
RELIK-LTR	78	453	532	23.07	11.521	210	349.533
CSINE3A	172	358	530	11724.77	9.559	399	251.008
L1M2	11	517	528	0	27.517	805	455.675
CSINE2B	264	262	526	3147.04	14.879	43	54.465
SATII_OC	280	246	526	1344.49	11.924	943	3419.4
LINE1E_OC	426	99	525	16.48	23.745	4838	627.602
rnd-6_family-19678	454	66	520	0	20.598	122	260.352
Charlie1a	33	483	516	0	24.546	2822	323.268
CSINE2B	271	243	515	1894.81	17.384	184	67.717
L1MCa	238	274	512	0	26.173	1413	320.59
LTR32B_OC	305	206	511	32.95	13.871	331	228.302
L1A_Oc	474	37	511	1103.93	19.722	4754	340.284
MER52-int	273	234	507	0	23.962	323	579.313
rnd-6_family-4293	103	397	500	3.3	24.732	190	475.7
CSINE2B	266	233	499	3002.04	14.818	40	54.7
MER2	494	6	499	6.59	24.05	1268	167.084
CSINE2	239	256	495	299.87			
LTR9_OC	116	378	494	32.95	15.506	469	408.757
L1A_Oc	77	411	488	6.59	20.736	39	106.282
CSINE2B	232	251	483	1865.16			
LTR1A2_OC	442	29	472	32.95	13.834	485	272.536
7SK	466	5	471	612.93	14.162	372	188.401
rnd-6_family-8339	308	159	467	0	22.411	296	212.517
rnd-6_family-1772	8	454	462	0	25.179	156	316.962
L1M4b	395	66	461	0	27.34	610	245.361
MER31-int	384	70	454	266.92	13.133	565	396.188
CSINE3A	170	281	450	21495.42	9.046	54427	301.163
rnd-6_family-10277	423	16	439	0	27.658	132	764.932
CSINE2	226	212	438	1097.34			
L1MDa	231	205	436	0	25.879	2064	213.203
L1A_Oc	321	114	435	1127	20.589	35	70.286
LTR16A_OC	419	15	434	9.89	19.643	21	115.667
MER57-int	242	190	432	3.3	22.351	1282	229.46
CSINE3A	53	379	432	0	23.025	930	651.068
LTR40a	346	68	414	0	26.927	1700	230.045
LTR8F_OC	370	41	411	6.59	19.624	936	285.469
L1MD1	263	138	400	0	26.65	2948	362.548
MER34A	395	0	395	0	23.771	295	265.292
rnd-6_family-5208	10	378	388	3.3	20.767	554	270.662
LTR20C1_OC	88	298	386	19.77	13.065	374	296.061
LTR32B2_OC	380	1	381	6.59	19.057	643	285.869
L1A_Oc	1	372	374	52.73	16.7	1	59
LTR5D_OC	241	128	370	59.32	4.432	217	508.986
LTR71B_OC	8	362	370	16.48	16.268	107	254.121
L1MD3	352	18	370	0	24.995	3343	165.03
MLT1A1	78	292	369	26.36	24.391	8118	243.091
L1MB2	203	166	369	0	28.529	2415	292.408
LTR16B_OC	28	338	366	0	22.864	335	378.624
MER52-int	196	168	364	0	24.123	262	508.473
LTR32B1_OC	358	3	361	52.73	14.659	715	265.055
rnd-6_family-5297	340	20	360	0	24.15	199	285.503
MLT1A	313	44	357	72.5	25.012	5504	259.086
UCON78	133	221	354	0	20.466	314	974.197
MLT1A1-int	80	273	353	0	24.601	971	255.944
rnd-6_family-2345	315	37	352	0	28.461	518	274.295
LTR8F_OC	19	332	351	3.3	21.138	1881	259.055
CSINE2B	225	120	346	69.2	14.631	191	573.832
LTR35_OC	143	199	342	0	19.497	355	245.961
Tigger6a	97	239	336	0	24.588	476	381.279
CSINE2B	264	69	334	154.88	23.692	2293	88.864
L1MCa	141	192	333	0	25.32	1644	298.834
rnd-5_family-269	317	14	331	0	21.715	269	91.77
CSINE3A	70	257	327	141.7	15.451	271	469.72
L1MA4	0	325	325	115.34	15.1	1069	133.816
rnd-6_family-2778	228	92	320	0	25.007	505	289.149
MER65-int	72	245	318	1529.03	15.616	501	233.826
LTR20_OC	316	0	316	13.18	24.6	1	150
MER34	102	209	310	3.3	24.406	2689	211.826
rnd-6_family-2100	154	155	309	0	28.778	384	305.943
LTR22_OC	35	271	307	19.77	12.896	98	421.48
L1MA6	303	0	303	0	15.374	613	49.369
MER52-int	138	162	300	283.4	16.381	861	405.84
LTR71B_OC	40	260	300	0	16.764	181	287.26
LTR1C_OC	249	49	297	39.54	15.528	318	271.777
rnd-6_family-1257	250	43	293	0	23.594	567	282.697
MER70A	110	183	293	0	26.569	620	294.887
LTR8B1_OC	121	168	290	3934.62	6.659	307	449.932
rnd-6_family-1270	69	215	284	0	27.976	382	208.987
L1A_Oc	37	245	282	154.88	18.839	245	261.457
Charlie30a	125	155	281	978.71	17.693	7856	167.235
rnd-6_family-2394	222	55	277	0	26.658	1323	173.847
LTR8D_OC	2	273	275	13.18	15.918	28	67.571
L1MC3	193	80	273	6.59	25.831	7792	298.353
MER121	270	1	271	0	23.731	557	159.526
LTR1A2_OC	126	144	270	62.61	13.374	427	286.857
LTR8B_OC	246	20	266	7131.09	7.474	956	548.248
LTR16B_OC	23	244	266	0	21.545	314	211.697
rnd-6_family-2171	136	130	266	0	25.069	343	133.662
L1M2	52	212	264	9.89	24.656	1039	327.878
rnd-6_family-3665	51	210	262	0	26.515	698	258.84
CSINE1	184	75	259	0	20.667	761	292.331
LTR22B_OC	42	216	257	6.59	9.059	96	365.188
rnd-6_family-2243	231	20	251	0	26.024	440	223.611
L1A2_OC	223	26	250	95.56	16.699	280	75.764
L1MB7	160	89	249	6.59	23.729	2418	142.302
LTR27_OC	30	214	245	2458.31	9.871	1233	325.516
rnd-6_family-2849	6	239	245	0	24.299	216	138.935
CSINE3A	129	114	243	1367.56	16.529	17	80.882
CSINE3A	210	32	242	224.08	15.933	549	259.559
LTR22C_OC	30	213	242	56.02	8.047	116	384.224
rnd-5_family-811	133	108	241	0	27.184	1306	172.608
MER65-int	164	75	239	42.84	13.358	1305	364.608
rnd-5_family-425	196	43	239	0	24.849	981	131.492
L1A_Oc	20	215	235	131.81	18.029	42	59.619
rnd-6_family-2193	47	187	234	0			
L1MB8	118	112	230	734.86	17.278	14548	114.895
MER21B	115	116	230	0	25.955	3688	358.434
MER52-int	24	206	230	9.89	22.866	723	499.183
LTR32_OC	43	186	229	135.11	8.663	333	411.535
MER52-int	74	154	228	0	27.712	594	393.094
LTR10C_OC	97	130	227	39.54	8.83	126	221.246
L1M4a1	21	206	227	0	25.881	1518	231.125
L1C_OC	200	24	225	207.61	16.328	1848	131.463
CSINE2B	43	180	223	9.89	18.096	4598	77.317
L1A2_OC	218	3	222	3.3	20.492	894	562.624
L1A_Oc	201	7	208	95.56	6.113	39	75.487
L1MA6	1	203	203	0			
L1MDa	175	28	203	0	26.118	2912	277.147
LTR27_OC	103	92	195	346.01	17.8	835	377.018
LTR16A_OC	176	18	193	49.43	18.83	1472	362.374
rnd-6_family-3864	82	111	193	0	23.746	497	147.139
LTR3D_OC	85	106	191	9.89	13.092	149	358.047
L2a	153	35	188	0	28.1	2904	121.884
MLT1A1	137	52	188	0	22.425	544	185.792
L1M2	36	150	186	0	26.366	663	295.715
CSINE2B	155	30	185	596.45			
MLT1A1	184	0	184	685.43	17.456	9	46.667
L1MB5	98	86	184	0	26.709	2395	370.296
L1MC1	158	25	182	13.18	23.563	4515	238.907
MER34A1	80	100	180	0	23.67	955	163.764
LTR53	173	6	180	0	27.417	367	309.501
L1MC3	3	176	179	0	18.319	2575	144.237
SATI_OC	170	8	179	79.09	12.186	549	3056.776
L1C_OC	20	151	171	283.4	12.83	1783	113.559
MER5A	171	0	171	79.09	24.346	5187	124.357
LTR22C_OC	28	140	169	247.15	5.199	92	362.554
CSINE2	37	130	167	1321.43	16.705	274	63.339
rnd-1_family-172	166	0	166	0	19.6	1	50
L1MEf	34	131	165	0	24.902	1299	229.102
L2a	96	65	161	98.86	19.274	3536	106.975
L1MC4	3	157	160	9.89	16.7	1	53
CSINE3A	130	30	160	6.59	17.377	201	553.493
MLT1B	0	159	159	3.3	24.733	4934	235.304
L1MA5	124	35	159	0	25.457	2814	278.115
MER34C_	16	142	158	0	23.274	611	218.714
L1MB7	60	97	157	10264.94	24.543	352	274.784
L1A_Oc	35	120	155	115.34	12.163	510	195.829
MER34A	116	37	154	0	24.606	854	228.144
rnd-6_family-5298	147	4	151	13.18	19.763	582	244.256
MER53	75	75	150	108.75	21.619	2579	122.684
LTR19_OC	0	149	149	0	8.48	65	410
LTR8B_OC	139	8	147	164.77	11.793	15	209.733
MER5A	146	0	146	9.89	23.585	4847	127.187
MIR	21	124	145	98.86	20.298	480	319.352
rnd-6_family-3147	48	97	145	0	24.757	399	182.697
CSINE2B	126	19	145	3.3	15.228	152	406.586
OldhAT1	76	67	143	6.59	21.564	447	319.318
L1M2c	114	28	142	0	27.509	96	449.052
L1M5	139	1	140	0	21.315	203	416.946
CSINE3A	73	66	139	14298.42	18.339	180	489.283
CSINE2	15	123	138	19.77	19.324	405	396.301
LTR1B_OC	113	23	136	39.54	12.708	171	116.719
CSINE2	65	71	136	257.04	17.538	8	56
rnd-6_family-1726	67	69	136	0	27.222	437	191.094
LTR1C2_OC	33	103	135	26.36	16.485	741	280.271
L1MA6	52	83	135	6.59	23.701	1870	460.233
MIR	0	134	134	46.13	23.244	19709	103.67
MER2	0	133	133	6.59	23.088	9824	201.746
MLT1C2	34	97	132	3.3	26.64	2758	258.15
MLT1J2	81	51	132	0	25.526	1164	124.115
rnd-6_family-6103	56	76	132	0	19.88	112	256.241
ERVNOC_I-int	5	125	130	26.36			
CSINE3A	92	38	130	11276.61	14.644	178	457.635
L2-2_Mam	130	0	130	0	13.596	51	229.941
L1M2	2	127	129	19.77	17.162	32	52.562
LTR1A_OC	31	97	127	95.56	11.315	865	344.91
CSINE2B	98	29	127	0	19.03	492	259.878
L3b	109	16	125	1940.95	14.757	201	155.219
L3	120	4	124	701.9	9.802	1007	242.009
L1C_OC	32	92	124	3.3	29.181	663	642.446
L1A2_OC	112	12	124	3.3	13.254	112	116.125
LTR1B1_OC	28	95	123	16.48	13.766	125	294.856
LTR35_OC	7	115	122	56.02	17.216	245	210.302
MLT1B	119	1	120	283.4	18.185	168	78.72
MER31-int	37	82	120	263.63	11.566	324	578.543
L2-1_AMi	85	34	119	0	28.577	3433	150.226
CSINE2	69	49	118	1097.34	19.271	28	65
MER58A	113	5	118	29.66	26.236	7451	162.807
LTR73	49	68	118	9.89	19.86	368	338.59
LTR25_OC	106	10	116	13.18	5.25	68	409.235
rnd-6_family-1691	92	23	115	0	22.379	503	273.427
